weight	ratio	radius
0.023183397948741913	-0.11405343562364578	302.381621940501
-0.007064088247716427	-1.002992868423462	301.50591471923923
0.007028966676443815	-2.251699209213257	300.6305056840293
-0.03965301439166069	2.3463125228881836	299.7553974464122
-0.017616504803299904	2.5679714679718018	298.8805926479455
0.0042049465700984	-0.23967847228050232	298.006093959717
0.022740500047802925	1.0364441871643066	297.1319040832614
-0.0016092328587546945	-0.874754011631012	296.2580257519252
-0.0465218760073185	1.7209776639938354	295.3844617293551
0.006283115595579147	-1.2233247756958008	294.51121481163034
-0.026414619758725166	5.149314880371094	293.638287827032
0.03074530139565468	5.200778961181641	292.76568363608266
0.03501518815755844	1.8327357769012451	291.89340513282406
-0.027444005012512207	1.1904934644699097	291.0214552449781
0.013434921391308308	-0.23966792225837708	290.1498369337958
-0.004513464402407408	-0.6045203804969788	289.27855319601656
0.011055435985326767	-16.352317810058594	288.4076070626144
0.02691144496202469	0.9141939282417297	287.53700160057997
-0.005664394702762365	1.5982097387313843	286.6667399125506
0.031542517244815826	18.370025634765625	285.79682513807995
-0.0018193251453340054	-0.6416570544242859	284.9272604534361
0.017484372481703758	-2.336725950241089	284.05804907289723
-0.01497894711792469	0.793339729309082	283.1891942489743
-0.0010864142095670104	-0.723181962966919	282.32069927224205
0.015698404982686043	-1.7779333591461182	281.4525674729697
0.03509742394089699	0.9953479766845703	280.5848022212387
0.0293745007365942	1.019819974899292	279.7174069272986
-0.0027185757644474506	-0.570830762386322	278.85038504280567
0.00729785580188036	0.9867318868637085	277.98374006016314
0.04136255010962486	1.3732235431671143	277.1174755150413
0.017279259860515594	-1.7904248237609863	276.2515949849544
0.02548428438603878	-31.1843204498291	275.38610209132764
-0.006032805889844894	0.4129355251789093	274.52100049937036
0.003219194710254669	-0.1286117434501648	273.65629391897204
0.007973281666636467	0.19111061096191406	272.7919861055201
-0.014632749371230602	0.13675200939178467	271.9280808605617
0.03300267457962036	3.8883559703826904	271.0645820317619
0.010169129818677902	-0.24946902692317963	270.20149351469365
0.02861245535314083	3.0754165649414062	269.3388192527584
